date,reform_innovation,finance,intervention_spending,regulation,intervention_tax_cut,intervention_support,reform,intervention_x,reform_market,economy,intervention_y
2017-04-28,0.5224855383467065,0.08397089009143498,0.009330098899048327,0.36853890651240906,0.20526217577906325,0.3265534614666916,0.9330098899048328,0.5411457361448031,0.9376749393543572,0.7557380108229147,0.5411457361448031
2017-05-31,0.28450212128774643,0.20464187671574746,0.009982530571499877,0.2595457948589968,0.08984277514349888,0.3793361617169953,0.5091090591464936,0.47916146743199395,1.033191914150237,0.4542051410032443,0.479161467431994
2017-06-30,0.5736172708279881,0.14661144302312795,0.016493787340101894,0.4654913315984313,0.13378294175860425,0.3811897518601327,0.95663966572591,0.5314664809588389,1.176556830260602,1.015284242935161,0.5314664809588389
2017-07-31,0.4098710613952695,0.18785756980616514,0.02561694133720434,0.4354880027324737,0.14516266757749124,0.4354880027324737,0.930748868585091,0.6062676116471692,1.1442233797284604,0.4781829049611476,0.6062676116471692
2017-08-31,0.8265601322496211,0.2824080451852872,0.006888001102080175,0.668136106901777,0.17220002755200442,0.5854800936768151,1.7151122744179643,0.7645681223308995,0.6750241080038573,0.4270560683289709,0.7645681223308995
2017-09-29,0.6094766749152232,0.26578682063972137,0.004582531390340024,0.6598845202089634,0.045825313903400236,0.5957290807442032,1.0585647511685454,0.6461369260379434,0.6965447713316837,0.9027586838969848,0.6461369260379434
2017-10-31,0.20260858553881225,0.012663036596175764,0.0,0.2279346587311637,0.025326073192351528,0.2279346587311637,0.8990755983284792,0.2532607319235153,1.0003798910978852,0.3798910978852729,0.2532607319235153
2017-11-30,0.17985934998830913,0.2302199679850357,0.0,0.10971420349286858,0.008992967499415458,0.2140326264860879,0.3633158869763845,0.2230255939855033,6.714149535063582,0.6223133509595496,0.2230255939855033
2017-12-29,0.23134328358208955,0.1791044776119403,0.0373134328358209,0.4104477611940298,0.022388059701492536,0.4477611940298508,0.4253731343283582,0.5074626865671642,0.8059701492537313,0.4328358208955224,0.5074626865671642
2018-01-31,0.2638377397900291,0.03847633705271258,0.00549661957895894,0.33529379431649536,0.04397295663167152,0.2528445006321113,0.8025064585280052,0.3023140768427417,0.5386687187379762,0.5331720991590172,0.3023140768427417
2018-02-28,0.32645324347093513,0.04212299915754002,0.02106149957877001,0.2948609941027801,0.0,0.34751474304970514,0.6844987363100252,0.3685762426284752,0.7582139848357203,0.3580454928390901,0.3685762426284752
2018-03-30,0.2533577533577533,0.22893772893772896,0.0,0.3876678876678877,0.08547008547008547,0.4151404151404152,0.992063492063492,0.5006105006105006,0.7692307692307693,0.7142857142857143,0.5006105006105006
2018-04-30,0.4889824213914335,0.25996533795493937,0.02475860361475613,0.4518445159692994,0.14236197078484775,0.4889824213914335,0.773706362961129,0.6561029957910374,0.6189650903689032,0.4147066105471651,0.6561029957910374
2018-05-31,0.17771785758058584,0.10213669975895738,0.014299137966254032,0.36564938513706746,0.018384605956612333,0.2185725374841688,0.4963843608285329,0.25125628140703515,1.2807942149773257,0.5576663806839074,0.25125628140703515
2018-06-29,0.2308199604308639,0.2088371070564959,0.02747856671796,0.5880413277643438,0.03297428006155199,0.4616399208617278,0.4671356342053199,0.5220927676412399,0.9782369751593756,0.5825456144207518,0.5220927676412399
2018-07-31,0.19662576148592892,0.14922490827057108,0.019311458717368026,0.2089148715787995,0.014044697248994929,0.3476062569126244,0.4950755780270712,0.3809624128789874,1.4290479450852338,0.5530099541791752,0.3809624128789874
2018-08-31,0.4784257086116628,0.3610760064993681,0.018053800324968405,0.3791298068243365,0.3520491063368839,0.8756093157609677,0.9929590178732622,1.24571222242282,0.6860444123487994,0.8485286152735151,1.24571222242282
2018-09-28,0.4616080856841153,0.21722733443958367,0.006034092623321768,1.0137275607180571,0.15386936189470507,0.4917785488007241,0.9473525418615176,0.6516820033187509,1.1555287373661187,0.9262332176798914,0.6516820033187509
2018-10-31,0.2913213342065446,0.10614033106750073,0.0,0.2258304916329803,0.03387457374494704,0.25744676046159753,0.7045911338948985,0.2913213342065446,1.409182267789797,0.5668345339987805,0.2913213342065446
2018-11-30,0.20501465854808612,0.2931709617237632,0.0020501465854808627,0.20911495171904795,0.0430530782950981,0.4879348873444452,0.7524037968714763,0.5330381122250241,1.457654222276893,0.8549111261455195,0.5330381122250241
2018-12-31,0.6736458807464725,0.15475648611743287,0.027309968138370503,0.5188893946290396,0.06372325898953117,0.7373691397360036,1.3746017296313149,0.8284023668639053,0.6918525261720528,0.6190259444697315,0.8284023668639053
2019-01-31,0.13932196643004047,0.5174815895972932,0.0,0.4246002786439328,0.17912824255290918,0.7563192463345054,0.4511377960591786,0.9354474888874146,0.6435347973197107,0.7098785908578252,0.9354474888874146
2019-02-28,0.0249500998003992,0.124750499001996,0.0499001996007984,0.5489021956087825,0.07485029940119761,0.4116766467065869,0.249500998003992,0.5364271457085829,0.2245508982035928,0.2869261477045908,0.5364271457085829
2019-03-29,0.25779801299543204,0.2502600593990744,0.0075379535963576594,0.4356937178694728,0.444739262185102,0.3678521355022538,0.8095762162488128,0.8201293512837136,1.0402375962973571,0.8125913976873558,0.8201293512837136
2019-04-30,0.18902284410225675,0.12447845831124225,0.0276618796247205,0.1498351813005694,0.08990110878034162,0.2881445794241719,0.4771674235264287,0.405707567829234,0.9520296904174641,0.3388580254028261,0.405707567829234
2019-05-31,0.39321192052980136,0.13969370860927152,0.046564569536423836,0.5380794701986755,0.6519039735099338,0.5380794701986755,0.8019453642384106,1.2365480132450333,0.486341059602649,0.8381622516556291,1.2365480132450333
2019-06-28,1.2222995130676737,0.31799662128589884,0.0,0.5366192984199543,0.10931133856702774,0.6757428202325351,1.3017986683891485,0.7850541587995628,0.794991553214747,0.7552419755540097,0.7850541587995628
2019-07-31,0.33142762449250146,0.4267130665340956,0.012428535918468805,0.5344270444941586,0.2361421824509073,0.6628552489850029,1.101996851437567,0.911425967354379,1.557709835114757,1.0937111608252548,0.911425967354379
2019-08-30,0.2028397565922921,0.02535496957403651,0.05070993914807302,1.1916835699797157,0.1140973630831643,0.4563894523326572,0.5831643002028397,0.6211967545638946,0.5958417849898578,0.7479716024340771,0.6211967545638946
2019-09-30,0.2324316304831611,0.10879778448147964,0.024726769200336285,0.2324316304831611,0.06923495376094159,0.2917758765639681,0.4500271994461204,0.3857375995252461,0.8209287374511647,0.7368577221700212,0.3857375995252461
2019-10-31,0.22941041523285155,0.12617572837806834,0.02294104152328516,0.5505849965588437,0.3269098417068135,0.3670566643725625,0.6251433815095205,0.7169075476026612,1.330580408350539,0.6079376003670567,0.7169075476026612
2019-11-29,0.17665007226593865,0.14185536106204166,0.05085380868261871,0.24623949467373266,0.04817729243616509,0.2810342058776297,0.543332798030084,0.38006530699641344,0.9555162999839408,0.8939564263155078,0.38006530699641344
2019-12-31,0.27803521779425394,0.26168020498282724,0.016355012811426702,0.3652619527885297,0.010903341874284468,0.4579403587199477,0.5724254483999346,0.4851987134056589,1.1066892002398736,0.8668156790056152,0.4851987134056589
2020-01-31,0.13233348037053375,0.15438906043228934,0.011027790030877813,0.31980591089545657,0.2150419056021173,0.4355977062196736,0.4190560211733568,0.6616674018526687,0.4080282311424791,0.4300838112042346,0.6616674018526687
2020-02-28,0.0225912120185248,0.07906924206483677,0.016943409013893598,0.13554727211114878,0.016943409013893598,0.6890319665650062,0.05647803004631199,0.7229187845927935,0.028239015023155994,0.5083022704168079,0.7229187845927935
2020-03-31,0.10923708817617757,0.3058638468932972,0.06117276937865944,0.2272131434064493,0.04806431879751813,0.8651577383553264,0.2490605610416849,0.974394826531504,0.4019924844883335,0.7428121995980076,0.9743948265315041
2020-04-30,0.08892841262783459,0.2717257052517168,0.024702336841065167,0.3211303789338471,0.08398794525962155,0.8892841262783459,0.3310113136702732,0.9979744083790326,0.28160663998814284,0.7805938441776592,0.9979744083790326
2020-05-29,0.18484288354898332,0.15084879002273355,0.0,0.28470053328234224,0.1232285890326556,0.5502793889561689,0.5375316038838251,0.6735079779888244,0.6012705292455436,1.228036628635775,0.6735079779888244
2020-06-30,0.1868394931978747,0.3736789863957494,0.0,0.4554212646698196,0.21603316401004266,0.7415192386290652,0.4262275938576516,0.9575524026391079,0.659776960354995,1.0276172125883107,0.957552402639108
2020-07-31,0.468347103088986,0.3631005630689891,0.026311635004999213,0.3104772930589907,0.14734515602799558,0.8735462821659737,0.6051676051149818,1.0472030731989683,0.499921065094985,1.2155975372309635,1.0472030731989683
2020-08-31,0.08107951583946256,0.23744715352985465,0.00579139398853304,0.4459373371170441,0.28956969942665195,0.6138877627845023,0.4459373371170441,0.9092488561996872,0.25482133549545377,0.8281693403602247,0.9092488561996872
2020-09-30,0.3364080303852414,0.3798155181768855,0.0,0.8247422680412372,0.021703743895822032,0.7704829083016821,1.1285946825827455,0.7921866521975041,0.7596310363537709,1.378187737384699,0.7921866521975041
