,Unnamed: 0,0
92,FIN_zcgg_92,财社〔2020〕2号各省、自治区、直辖市、计划单列市财政厅（局）、卫生健康委，新疆生产建设兵团财政局、卫生健康委：　　为贯彻落实习近平总书记对新型冠状病毒感染肺炎疫情防控工作作出的重要批示精神，按照党中央、国务院决策部署，支持各地更好地做好防控经费保障工作，坚决遏制疫情蔓延势头，现将有关经费保障问题通知如下：　　一、落实患者救治费用补助政策。对于确诊患者发生的医疗费用，在基本医保、大病保险、医疗救助等按规定支付后，个人负担部分由财政给予补助。所需资金由地方财政先行支付，中央财政对地方财政按实际发生费用的60%予以补助。　　二、对参加防治工作的医务人员和防疫工作者给予临时性工作补助。参照《人力资源社会保障部 财政部关于建立传染病疫情防治人员临时性工作补助的通知》（人社部规〔2016〕4号）有关规定，按照一类补助标准，对于直接接触待排查病例或确诊病例，诊断、治疗、护理、医院感染控制、病例标本采集和病原检测等工作相关人员，中央财政按照每人每天300元予以补助；对于参加疫情防控的其他医务人员和防疫工作者，中央财政按照每人每天200元予以补助。补助资金由地方先行垫付，中央财政与地方据实结算。中央级医疗卫生机构按照属地化管理，中央财政补助资金拨付地方后由地方财政统一分配。　　三、医疗卫生机构开展疫情防控工作所需的防护、诊断和治疗专用设备以及快速诊断试剂采购所需经费，由地方财政予以安排，中央财政视情给予补助。中央级医疗卫生机构按照属地化管理，中央财政补助资金拨付地方后由地方财政统一分配。　　各级财政部门要会同卫生健康部门尽快按规定落实上述补助政策，务必做好防控经费保障工作，决不能因为费用问题延误救治和疫情防控。同时，要及时对相关支出进行严格审核，报国家卫生健康委和财政部，作为中央财政与地方财政资金结算的依据。　　财政部 国家卫生健康委　　2020年1月25日
93,FIN_zcgg_93,教财司函〔2020〕30号各省、自治区、直辖市教育厅（教委）、财政厅（局），各计划单列市教育局、财政局，新疆生产建设兵团教育局、财政局，各中央部门所属高等学校：　　近期正值新型冠状病毒感染肺炎疫情防控的关键时期，为深入贯彻习近平总书记重要指示精神，落实中央应对疫情工作领导小组会议部署，切实保障家庭经济困难学生基本学习生活需求，全面助力打赢疫情防控阻击战，现就做好疫情防控期间学生资助工作有关要求通知如下：　　教育部财务司  财政部科教和文化司　　2020年2月6日
94,FIN_zcgg_94,财办教〔2020〕11号各省、自治区、直辖市、计划单列市财政厅（局）、教育厅（局、教委），新疆生产建设兵团财政局、教育局：　　为深入贯彻落实习近平总书记重要指示批示精神和党中央、国务院决策部署，全力支持打赢疫情防控阻击战，按照《财政部关于进一步做好新型冠状病毒感染肺炎疫情防控经费保障工作的通知》（财办〔2020〕7号）和《教育部关于切实做好新型冠状病毒感染的肺炎疫情防控工作的通知》（教电〔2020〕29号）有关要求，现就做好学校疫情防控经费保障工作通知如下：　　地方各级财政、教育部门要认真贯彻落实习近平总书记重要指示批示精神，按照党中央、国务院决策部署，高度重视学校疫情防控工作，切实增强做好学校疫情防控工作的政治责任感、使命感和紧迫感，全力做好学校疫情防控经费保障工作。地方各级财政部门要积极主动与教育部门沟通协商，密切关注疫情对学校教育教学和学习生活成本等的影响，及时研究制定学校疫情防控经费保障政策措施，支持学校确保不因资金问题而影响疫情防控。　　地方各级财政、教育部门要统筹安排上级教育转移支付和自有财力，进一步优化教育支出结构，加大对疫情防控重点地区学校的支持力度，提升学校防控能力，保障学校正常运转。中央财政已提前下达的支持学前教育发展资金、城乡义务教育补助经费（公用经费补助部分）、改善普通高中学校办学条件补助资金、现代职业教育质量提升计划资金、支持地方高校改革发展资金等教育转移支付资金，由地方财政、教育部门及学校根据相关资金管理办法和学校疫情防控需要，安排用于学校疫情防控物资、设备采购等支出。省级财政部门在分配下达2020年中央和省级相关教育转移支付时，要向疫情防控重点市县倾斜。　　各地财政部门要有序规范组织资金调度，按照“急事急办、特事特办”的原则，加快资金拨付使用，确保学校疫情防控资金及时到位，并会同教育部门强化资金使用监管。要按照《关于疫情防控采购便利化的通知》（财办库〔2020〕23号）要求，建立采购“绿色通道”，根据学校疫情防控需要提高采购时效，保证采购质量。　　地方各级教育部门要指导学校结合实际研究制定疫情防控工作经费保障方案，研判资金需求，细化经费保障措施，统筹用好财政资金、学校自有资金和社会捐赠等各渠道资金，确保学校疫情防控工作顺利开展。　　各级财政、教育部门要及时跟踪有关财政经费保障政策的落实情况，发现问题及时研究解决。省级财政、教育部门要密切关注疫情发展态势，分析研判延期开学对各级各类学校学生返校、教育教学、学生资助政策落实等工作的影响，及时制定预案。　　经费保障工作中的重要情况和问题，应及时向财政部、教育部报告。　　联系人及联系电话：财政部科教和文化司 高瑛泽 010-68551959；教育部财务司 王俊 010-66097557 　　财政部办公厅   教育部办公厅　　2020年2月7日
95,FIN_zcgg_95,财金〔2020〕5号各省、自治区、直辖市、计划单列市财政厅（局）、发展改革委、工业和信息化主管部门、审计厅（局），人民银行上海总部，各分行、营业管理部、各省会（首府）城市中心支行、副省级城市中心支行，新疆生产建设兵团财政局、发展改革委、工业和信息化局、审计局，财政部各地监管局，审计署各特派员办事处：　　党中央、国务院高度重视新型冠状病毒感染肺炎疫情防控工作，把疫情防控工作作为当前最重要的工作来抓。为认真贯彻习近平总书记关于加强疫情防控工作的重要指示和中央政治局常委会会议精神，根据李克强总理主持召开中央应对疫情工作领导小组会议精神和国务院常务会议部署，全力保障疫情防控重要医用物资和生活必需品供应，坚决遏制疫情蔓延势头，坚决打赢疫情防控阻击战，现就强化疫情防控重点保障企业资金支持有关事项通知如下：　　（一）支持范围。发展改革委、工业和信息化部对以下疫情防控重点保障企业实施名单制管理：　　1. 生产应对疫情使用的医用防护服、隔离服、医用及具有防护作用的民用口罩、医用护目镜、新型冠状病毒检测试剂盒、负压救护车、消毒机、消杀用品、红外测温仪、智能监测检测系统和相关药品等重要医用物资企业；　　2. 生产上述物资所需的重要原辅材料生产企业、重要设备制造企业和相关配套企业；　　3. 生产重要生活必需品的骨干企业；　　4. 重要医用物资收储企业；　　5. 为应对疫情提供相关信息通信设备和服务系统的企业以及承担上述物资运输、销售任务的企业。　　（二）名单申报流程。各省级发展改革、工业和信息化部门负责审核汇总本地区疫情防控重点保障企业名单，报发展改革委、工业和信息化部。中央企业可由相关行业主管部门或直接向发展改革委、工业和信息化部提出申请。发展改革委、工业和信息化部根据疫情防控物资调拨需要，研究确定全国疫情防控重点保障企业名单（以下简称全国性名单）。　　湖北省和浙江省、广东省、河南省、湖南省、安徽省、重庆市、江西省、北京市、上海市等省份，可根据疫情防控工作需要，自主建立本地区的疫情防控重点保障企业名单（以下简称地方性名单），由省级发展改革、工业和信息化部门报发展改革委、工业和信息化部备案。　　上述地区对疫情防控物资保障有重要作用的重点医用物资、生活必需品生产企业，未纳入名单前可按照急事急办、特事特办原则，先向金融机构申请信贷支持，在金融机构审核的同时，及时向省级发展改革、工业和信息化部门申请纳入名单。　　（三）严格名单管理。发展改革委、工业和信息化部应按照中央应对疫情工作领导小组和国务院联防联控机制部署要求，严格报送名单程序和筛选标准，指导做好疫情防控重点保障企业名单报送工作，根据疫情防控需要和企业规范生产经营情况，对名单实施动态调整。　　（四）加强信息共享。发展改革委、工业和信息化部与财政部、人民银行、审计署实时共享全国性和地方性名单信息。财政部、人民银行应实时将名单内企业获得财政贴息和优惠贷款情况反馈发展改革委、工业和信息化部、审计署。　　（一）发放对象。人民银行向相关全国性银行和疫情防控重点地区地方法人银行发放专项再贷款，支持其向名单内企业提供优惠贷款。发放对象包括开发银行、进出口银行、农业发展银行、工商银行、农业银行、中国银行、建设银行、交通银行、邮政储蓄银行等9家全国性银行，以及疫情防控重点地区的部分地方法人银行。全国性银行重点向全国性名单内的企业发放贷款，地方法人银行向本地区地方性名单内企业发放贷款。　　（二）利率和期限。每月专项再贷款发放利率为上月一年期贷款市场报价利率（LPR）减250基点。再贷款期限为1年。金融机构向相关企业提供优惠利率的信贷支持，贷款利率上限为贷款发放时最近一次公布的一年期LPR减100基点。　　（三）发放方式。专项再贷款采取“先贷后借”的报销制。金融机构按照风险自担原则对名单内企业自主决策发放优惠贷款，按日报告贷款进度，定期向人民银行申领专项再贷款资金。　　（一）贴息范围。对享受人民银行专项再贷款支持的企业，中央财政给予贴息支持。　　（二）贴息标准和期限。在人民银行专项再贷款支持金融机构提供优惠利率信贷支持的基础上，中央财政按企业实际获得贷款利率的50%进行贴息。贴息期限不超过1年。　　（三）贴息资金申请程序。地方企业向所在地财政部门申请贴息支持，由省级财政部门汇总本地区贴息申请并报送财政部。中央企业直接向财政部申请。财政部审核后，向省级财政部门和中央企业尽快拨付贴息资金。省级财政部门应尽快将贴息资金直接拨付地方企业。　　（一）确保专款专用。疫情防控重点保障企业要将金融机构提供的优惠信贷支持，全部用于疫情防控相关的生产经营活动，积极扩大产能、抓紧增产增供，服从国家统一调配，保障疫情防控相关重要医用物资、生活必需品平稳有序供给。对于挪用优惠信贷资金用于偿还企业其他债务，或投资、理财等套利活动，未从事疫情防控相关生产经营活动，或对生产的物资不服从国家统一调配的企业，一经发现，取消享受优惠政策支持资格，追回中央财政贴息和优惠信贷资金，并按照有关规定追究相应责任。地方不配合国家对重要物资统一调配的，取消当地企业的相关政策支持。　　（二）加强监督管理。各级有关部门和中央企业要严格按照程序和筛选标准报送企业名单和融资需求。金融机构要从严审批、从快发放贷款，加强贷后管理，确保资金第一时间用于疫情防控相关生产经营活动。发展改革委、工业和信息化部要跟踪监督重点保障企业生产的医用物资、生活必需品流向，确保物资用于疫情防控的重要地区和领域。人民银行要建立电子台账，跟踪监督再贷款资金使用情况。财政部门要加强对中央财政贴息资金安排的监管、监督。审计部门要加强对重点保障企业贴息贷款的审计监督，促进资金使用的公开、公平、公正。疫情防控重点保障企业和相关金融机构要自觉接受财政、审计部门的检查监督。　　（三）提高资金使用效益。各级财政部门要及时拨付贴息资金，加强资金使用全流程监管，强化绩效管理要求，确保贴息资金使用安全、合规和有效，并根据工作需要适时组织开展绩效评价。任何单位和个人不得以任何理由、任何形式截留、挪用贴息资金。　　（四）严格责任追究。各地区各相关部门工作人员存在违反本通知要求滥用职权、玩忽职守、徇私舞弊等违法违纪行为的，企业借机骗取套取财政和信贷资金的，要依据《中华人民共和国监察法》、《中华人民共和国预算法》、《财政违法行为处罚处分条例》等法律法规追究相应责任、坚决严惩不贷；涉嫌犯罪的，依法移送司法机关处理。　　（一）提高站位，加强领导。各地区各相关部门要进一步提高政治站位，增强“四个意识”、坚定“四个自信”、做到“两个维护”，深刻认识打赢疫情防控阻击战的重要性和紧迫性，坚决服从中央统一指挥、统一协调、统一调度，对疫情防控重点保障企业资金需求应保尽保，切实加强组织领导，抓好贯彻落实。　　（二）明确责任，强化协同。各级发展改革、工业和信息化部门要主动了解疫情防控重点保障企业生产经营需求，下沉服务、上门服务，及时帮助企业排忧解难。各人民银行分支机构要指导金融机构主动对接疫情防控重点保障企业融资需求、尽快放贷，保障企业生产经营需要。各级财政部门、人民银行分支机构要简化申报流程、提高办理效率，尽快发放专项再贷款、拨付贴息资金。各级审计部门要加强资金跟踪审计，发现问题及时推动整改。各部门要加强联动、信息共享，形成工作合力，重大问题及时报告。　　（三）特事特办，及早见效。各部门要切实强化责任担当，坚持特事特办、急事急办，业务办理高效化、便利化，全力以赴支持疫情防控重点保障企业开展生产经营、扩大生产能力，确保政策尽快落地见效，真正惠及疫情防控重点保障企业以及受疫情影响的人群、企业和地区。　　财政部　　发展改革委　　工业和信息化部　　人民银行　　审计署　　2020年2月7日
96,FIN_zcgg_96,财综〔2020〕2号各省、自治区、直辖市财政厅（局），财政部各地监管局，中国福利彩票发行管理中心、国家体育总局体育彩票管理中心：　　为贯彻落实党中央、国务院的决策部署，认真做好新型冠状病毒感染的肺炎疫情防控工作，有效减少人员聚集，切实降低疫情影响，保障彩票销售场所和人员安全，现就有关事宜通知如下：　　一、高度重视彩票发行销售环节的疫情防控。彩票发行机构应严格按照国家有关规定，制定本系统疫情防控期间发行销售工作方案并组织实施。要督促彩票销售机构及其代销者，根据卫生防疫要求和疫情状况，积极主动配合所在地各级人民政府及相关部门做好疫情防控工作，确保彩票销售场所工作人员、彩票购买者的生命安全和身体健康。　　二、严格按照疫情防控要求发行销售彩票。财政部规定的春节休市结束后，彩票发行销售要参照执行地方政府对公共文化场所、休闲健身场所、娱乐场所或旅游场所疫情期间营业的规定，严格按地方政府要求确定彩票销售场所的营业时间，彩票发行销售机构一律不得强制彩票代销者开业销售。　　三、妥善做好疫情期间彩票发行销售日常管理。彩票发行机构或管理奖池的彩票销售机构可以根据疫情防控需要及实际销售情况，适当调整彩票游戏的开奖时间、兑奖时间、游戏期号、游戏销售时间，并及时对外公告，做好解释工作，切实保障彩票购买者合法权益。彩票销售机构原定于2020年2月15日前上缴中央财政的彩票公益金和发行机构业务费，延长至2020年3月15日前上缴。财政部各地监管局相关审核征收工作一并顺延。　　四、积极支持彩票代销者降低疫情影响。研究通过彩票市场调控资金、彩票发行销售风险基金等措施，支持彩票代销者疫情防控及降低疫情影响。研究降低一定时期内发行机构业务费、销售机构业务费比例，适当提高代销费比例，帮助彩票代销者渡过难关。　　五、有序协调福利彩票和体育彩票发行销售政策保持一致。福利彩票、体育彩票发行销售机构要加强沟通协作，同类彩票游戏的开兑奖、销售场所营业时段等相关政策应保持一致。省级财政部门要切实履行区域内彩票市场监管职责，积极组织所在地福利彩票、体育彩票销售机构，共同研究相关政策，保障彩票市场的整体稳定和正常秩序。 　　财政部
97,FIN_zcgg_97,财政部 国家发展改革委公告2020年第11号　　为进一步做好新型冠状病毒感染的肺炎疫情防控工作，支持相关企业发展，现就免征部分行政事业性收费和政府性基金有关政策公告如下：　　一、对进入医疗器械应急审批程序并与新型冠状病毒（2019-nCoV)相关的防控产品，免征医疗器械产品注册费；对进入药品特别审批程序、治疗和预防新型冠状病毒（2019-nCoV)感染肺炎的药品，免征药品注册费。　　二、免征航空公司应缴纳的民航发展基金。　　三、本公告自2020年1月1日起实施，截止日期视疫情情况另行公告。 　　财政部  国家发展改革委　　2020年2月6日
98,FIN_zcgg_98,财政部 税务总局公告2020年第10号　　为支持新型冠状病毒感染的肺炎疫情防控工作，现就有关个人所得税政策公告如下：　　一、对参加疫情防治工作的医务人员和防疫工作者按照政府规定标准取得的临时性工作补助和奖金，免征个人所得税。政府规定标准包括各级政府规定的补助和奖金标准。　　对省级及省级以上人民政府规定的对参与疫情防控人员的临时性工作补助和奖金，比照执行。　　二、单位发给个人用于预防新型冠状病毒感染的肺炎的药品、医疗用品和防护用品等实物（不包括现金），不计入工资、薪金收入，免征个人所得税。　　三、本公告自2020年1月1日起施行，截止日期视疫情情况另行公告。 　　财政部  税务总局　　2020年2月6日
99,FIN_zcgg_99,财政部 税务总局公告2020年第9号　　为支持新型冠状病毒感染的肺炎疫情防控工作，现就有关捐赠税收政策公告如下：　　一、企业和个人通过公益性社会组织或者县级以上人民政府及其部门等国家机关，捐赠用于应对新型冠状病毒感染的肺炎疫情的现金和物品，允许在计算应纳税所得额时全额扣除。　　二、企业和个人直接向承担疫情防治任务的医院捐赠用于应对新型冠状病毒感染的肺炎疫情的物品，允许在计算应纳税所得额时全额扣除。　　捐赠人凭承担疫情防治任务的医院开具的捐赠接收函办理税前扣除事宜。　　三、单位和个体工商户将自产、委托加工或购买的货物，通过公益性社会组织和县级以上人民政府及其部门等国家机关，或者直接向承担疫情防治任务的医院，无偿捐赠用于应对新型冠状病毒感染的肺炎疫情的，免征增值税、消费税、城市维护建设税、教育费附加、地方教育附加。　　四、国家机关、公益性社会组织和承担疫情防治任务的医院接受的捐赠，应专项用于应对新型冠状病毒感染的肺炎疫情工作，不得挪作他用。　　五、本公告自2020年1月1日起施行，截止日期视疫情情况另行公告。 　　财政部  税务总局　　2020年2月6日
100,FIN_zcgg_100,财政部 税务总局公告2020年第8号　　为进一步做好新型冠状病毒感染的肺炎疫情防控工作，支持相关企业发展，现就有关税收政策公告如下：　　一、对疫情防控重点保障物资生产企业为扩大产能新购置的相关设备，允许一次性计入当期成本费用在企业所得税税前扣除。　　二、疫情防控重点保障物资生产企业可以按月向主管税务机关申请全额退还增值税增量留抵税额。　　本公告所称增量留抵税额，是指与2019年12月底相比新增加的期末留抵税额。　　本公告第一条、第二条所称疫情防控重点保障物资生产企业名单，由省级及以上发展改革部门、工业和信息化部门确定。　　三、对纳税人运输疫情防控重点保障物资取得的收入，免征增值税。　　疫情防控重点保障物资的具体范围，由国家发展改革委、工业和信息化部确定。　　四、受疫情影响较大的困难行业企业2020年度发生的亏损，最长结转年限由5年延长至8年。　　困难行业企业，包括交通运输、餐饮、住宿、旅游（指旅行社及相关服务、游览景区管理两类）四大类，具体判断标准按照现行《国民经济行业分类》执行。困难行业企业2020年度主营业务收入须占收入总额（剔除不征税收入和投资收益）的50%以上。　　五、对纳税人提供公共交通运输服务、生活服务，以及为居民提供必需生活物资快递收派服务取得的收入，免征增值税。　　公共交通运输服务的具体范围，按照《营业税改征增值税试点有关事项的规定》（财税〔2016〕36号印发）执行。　　生活服务、快递收派服务的具体范围，按照《销售服务、无形资产、不动产注释》（财税〔2016〕36号印发）执行。　　六、本公告自2020年1月1日起实施，截止日期视疫情情况另行公告。 　　财政部  税务总局　　2020年2月6日
101,FIN_zcgg_101,税委会公告〔2020〕1号　　为促进中美经贸关系健康稳定发展，根据《中华人民共和国海关法》、《中华人民共和国对外贸易法》、《中华人民共和国进出口关税条例》等法律法规和国际法基本原则，国务院关税税则委员会按程序决定，自2020年2月14日13时01分起，调整《国务院关税税则委员会关于对原产于美国的部分进口商品（第三批）加征关税的公告》（税委会公告〔2019〕4号）规定的加征税率。该公告附件1第一、二部分所列270个、646个税目商品的加征税率，由10%调整为5%；第三、四部分所列64个、737个税目商品的加征税率，由5%调整为2.5%。　　除上述调整外，其他对美加征关税措施，继续按规定执行。　　国务院关税税则委员会　　2020年2月6日
102,FIN_zcgg_102,财建〔2020〕5号各省、自治区、直辖市财政厅（局）、发展改革委、物价局、能源局，新疆生产建设兵团财政局、发展改革委，国家电网有限公司、中国南方电网有限责任公司：　　为促进可再生能源开发利用，规范可再生能源电价附加资金管理，提高资金使用效率，根据《中华人民共和国预算法》、《中华人民共和国可再生能源法》等要求，财政部、国家发展改革委、国家能源局共同修订了《可再生能源电价附加资金管理办法》，现印发给你们，请遵照执行。　　附件：可再生能源电价附加补助资金管理办法　　财政部 国家发展改革委 国家能源局　　2020年1月20日
103,FIN_zcgg_103,财建〔2020〕4号各省、自治区、直辖市财政厅（局）、发展改革委、物价局、能源局，新疆生产建设兵团财政局、发展改革委，国家电网有限公司、中国南方电网有限责任公司：　　非水可再生能源是能源供应体系的重要组成部分，是保障能源安全的重要内容。当前，非水可再生能源发电已进入产业转型升级和技术进步的关键期，风电、光伏等可再生能源已基本具备与煤电等传统能源平价的条件。为促进非水可再生能源发电健康稳定发展，提出以下意见。　　（一）以收定支，合理确定新增补贴项目规模。根据可再生能源发展规划、补助资金年度增收水平等情况，合理确定补助资金当年支持新增项目种类和规模。财政部将商有关部门公布年度新增补贴总额。国家发展改革委、国家能源局在不超过年度补贴总额范围内，合理确定各类需补贴的可再生能源发电项目新增装机规模，并及早向社会公布，引导行业稳定发展。新增海上风电和光热项目不再纳入中央财政补贴范围，按规定完成核准（备案）并于2021年12月31日前全部机组完成并网的存量海上风力发电和太阳能光热发电项目，按相应价格政策纳入中央财政补贴范围。　　（二）充分保障政策延续性和存量项目合理收益。已按规定核准（备案）、全部机组完成并网，同时经审核纳入补贴目录的可再生能源发电项目，按合理利用小时数核定中央财政补贴额度。对于自愿转为平价项目的存量项目，财政、能源主管部门将在补贴优先兑付、新增项目规模等方面给予政策支持。价格主管部门将根据行业发展需要和成本变化情况，及时完善垃圾焚烧发电价格形成机制。　　（三）全面推行绿色电力证书交易。自2021年1月1日起，实行配额制下的绿色电力证书交易（以下简称绿证），同时研究将燃煤发电企业优先发电权、优先保障企业煤炭进口等与绿证挂钩，持续扩大绿证市场交易规模，并通过多种市场化方式推广绿证交易。企业通过绿证交易获得收入相应替代财政补贴。　　（四）持续推动陆上风电、光伏电站、工商业分布式光伏价格退坡。继续实施陆上风电、光伏电站、工商业分布式光伏等上网指导价退坡机制，合理设置退坡幅度，引导陆上风电、光伏电站、工商业分布式光伏尽快实现平价上网。　　（五）积极支持户用分布式光伏发展。通过定额补贴方式，支持自然人安装使用“自发自用、余电上网”模式的户用分布式光伏设备。同时，根据行业技术进步、成本变化以及户用光伏市场情况，及时调整自然人分布式光伏发电项目定额补贴标准。　　（六）通过竞争性方式配置新增项目。在年度补贴资金总额确定的情况下，进一步完善非水可再生能源发电项目的市场化配置机制，通过市场竞争的方式优先选择补贴强度低、退坡幅度大、技术水平高的项目。　　（七）简化目录制管理。国家不再发布可再生能源电价附加目录。所有可再生能源项目通过国家可再生能源信息管理平台填报电价附加申请信息。电网企业根据财政部等部门确定的原则，依照项目类型、并网时间、技术水平等条件，确定并定期向全社会公开符合补助条件的可再生能源发电项目清单，并将清单审核情况报财政部、国家发展改革委、国家能源局。此前，三部委已发文公布的1-7批目录内项目直接列入电网企业可再生能源发电项目补贴清单。　　（八）明确补贴兑付主体责任。电网企业依法依规收购可再生能源发电量，及时兑付电价，收购电价（可再生能源发电上网电价）超出常规能源发电平均上网电价的部分，中央财政按照既定的规则与电网企业进行结算。　　（九）补贴资金按年度拨付。财政部根据年度可再生能源电价附加收入预算和补助资金申请情况，将补助资金拨付到国家电网有限公司、中国南方电网有限责任公司和省级财政部门，电网企业根据补助资金收支情况，按照相关部门确定的优先顺序兑付补助资金，光伏扶贫、自然人分布式、参与绿色电力证书交易、自愿转为平价项目等项目可优先拨付资金。电网企业应切实加快兑付进度，确保资金及时拨付。　　（十）鼓励金融机构按照市场化原则对列入补贴发电项目清单的企业予以支持。鼓励金融机构按照市场化原则对于符合规划并纳入补贴清单的发电项目，合理安排信贷资金规模，切实解决企业合规新能源项目融资问题。同时，鼓励金融机构加强支持力度，创新融资方式，加快推动已列入补贴清单发电项目的资产证券化进程。　　促进非水可再生能源高质量发展是推动能源战略转型、加快生态文明建设的重要内容，各有关方面要采取有力措施，全面实施预算绩效管理，保障各项政策实施效果。各省级发改、财政、能源部门要加强对本地区非水可再生能源的管理，结合实际制定发展规划。各省级电网要按照《中华人民共和国可再生能源法》以及其他政策法规规定，通过挖掘燃煤发电机组调峰潜力、增加电网调峰电源、优化调度运行方式等，提高非水可再生能源电力消纳水平，确保全额保障性收购政策落实到位。　　财政部  国家发展改革委  国家能源局　　2020年1月20日
104,FIN_zcgg_104,财金〔2020〕3号各省、自治区、直辖市、计划单列市财政厅（局），新疆生产建设兵团财政局，财政部各地监管局：　　为坚决贯彻落实《中共中央关于加强党的领导、为打赢疫情防控阻击战提供坚强政治保证的通知》精神，发挥财政资金引导撬动作用，支持金融更好服务新型冠状病毒感染肺炎疫情防控（以下简称疫情防控）工作，现通知如下：　　（一）经发展改革委、工业和信息化部等部门确定的疫情防控重点保障企业，可凭借2020年1月1日后疫情防控期内新生效的贷款合同，中央企业直接向财政部申请，地方企业向所在地财政部门申请贴息支持。对支持疫情防控工作作用突出的其他卫生防疫、医药产品、医用器材企业，经省级财政部门审核确认后，可一并申请贴息支持。　　（二）各省级财政部门汇总编制本地区贴息资金申请表（见附件），于2020年5月31日前报送财政部。财政部审核后，向省级财政部门拨付贴息资金，由省级财政部门直接拨付给相关借款企业。5月31日后，再视情决定是否受理贴息资金申请。　　（三）享受贴息支持的借款企业应将贷款专项用于疫情防控相关生产经营活动，保障疫情防控相关重要医用、生活物资平稳有序供应，不得将贷款资金用于投资、理财或其他套利活动，不得哄抬物价、干扰市场秩序。　　附件：疫情防控重点保障企业贷款贴息资金申请表 　　财  政  部　　2020年2月1日　　
105,FIN_zcgg_105,财政部 海关总署 税务总局公告2020年第6号　　根据财政部、海关总署和税务总局联合发布的《慈善捐赠物资免征进口税收暂行办法》（公告2015年第102号）等有关规定，境外捐赠人无偿向受赠人捐赠的用于防控新型冠状病毒感染的肺炎疫情（以下简称疫情）进口物资可免征进口税收。为进一步支持疫情防控工作，自2020年1月1日至3月31日，实行更优惠的进口税收政策，现公告如下：　　一、适度扩大《慈善捐赠物资免征进口税收暂行办法》规定的免税进口范围，对捐赠用于疫情防控的进口物资，免征进口关税和进口环节增值税、消费税。　　（1）进口物资增加试剂，消毒物品，防护用品，救护车、防疫车、消毒用车、应急指挥车。　　（2）免税范围增加国内有关政府部门、企事业单位、社会团体、个人以及来华或在华的外国公民从境外或海关特殊监管区域进口并直接捐赠；境内加工贸易企业捐赠。捐赠物资应直接用于防控疫情且符合前述第（1）项或《慈善捐赠物资免征进口税收暂行办法》规定。　　（3）受赠人增加省级民政部门或其指定的单位。省级民政部门将指定的单位名单函告所在地直属海关及省级税务部门。　　无明确受赠人的捐赠进口物资，由中国红十字会总会、中华全国妇女联合会、中国残疾人联合会、中华慈善总会、中国初级卫生保健基金会、中国宋庆龄基金会或中国癌症基金会作为受赠人接收。　　二、对卫生健康主管部门组织进口的直接用于防控疫情物资免征关税。进口物资应符合前述第一条第（1）项或《慈善捐赠物资免征进口税收暂行办法》规定。省级财政厅（局）会同省级卫生健康主管部门确定进口单位名单、进口物资清单，函告所在地直属海关及省级税务部门。　　三、本公告项下免税进口物资，已征收的应免税款予以退还。其中，已征税进口且尚未申报增值税进项税额抵扣的，可凭主管税务机关出具的《防控新型冠状病毒感染的肺炎疫情进口物资增值税进项税额未抵扣证明》（见附件），向海关申请办理退还已征进口关税和进口环节增值税、消费税手续；已申报增值税进项税额抵扣的，仅向海关申请办理退还已征进口关税和进口环节消费税手续。有关进口单位应在2020年9月30日前向海关办理退税手续。　　四、本公告项下免税进口物资，可按照或比照海关总署公告2020年第17号，先登记放行，再按规定补办相关手续。　　附件：防控新型冠状病毒感染的肺炎疫情进口物资增值税进项税额未抵扣证明　　财政部  海关总署  税务总局　　2020年2月1日
